Emri,Cmimi aktual,Cmimi i vjeter
PULT MELICONI GB PERSONAL 2+ LG,1.190,1.690
BATERI INTENSO RECHARG AA HR6 2100 mAH 4CP,1.190,1.790
KABELL HDMI HAMA ETHERNET 205007 5M,1.190,1.990
BATERI DURACELL RECHARCH AAA*2,N/A,1.290
KABELL HDMI ETHERNET MANHATTAN 5M 323239,N/A,1.290
ZGJATUES HAMA 6 PRIZA ME CELES 1.4M 223007,N/A,1.290
ZGJATUES HAMA 1 WAY 47866 5 M,N/A,1.290
PULT MELICONI UNIVERSAL CONTROL TV+,N/A,1.290
ZGJATUES S-LINK 5PRIZA 1.5M ME CELES SPG3-J-5,N/A,1.290
KABELL SCART 3.0M AV 061386IC,1.297,1.497
KABELL HDMI-MIN 122119 1.5M,1.297,2.190
ZGJATUES S-LINK 3PRIZA + 3USB 1.5M ME CELES SPG03U,1.297,2.290
ZGJATUES SCHNEIDER 3PRIZA+CELES 1.5M ZI,N/A,1.390
MBROJTES TENSIONI HAMA 00223323,N/A,1.390
ZGJATUES HAMA 6 PRIZA ME CELES 3M 223008,N/A,1.490
PULT MELICONI SAMSUNG TLC EVO 1,N/A,1.490
PULT MELICONI LG TLC02+,N/A,1.490
ZGJATUES SCHNEIDER 3PRIZA+CELES 3M BARDHE,N/A,1.590
BATERI INTENSO RECHARG AAA HR03 1000 mAH 4CP,N/A,1.590
ZGJATUES HAMA 3 PRIZA ME CELES 5M 108815,N/A,1.590
PULT TV MELICONI 8IN1 FULLY 8,N/A,1.590
ZGJATUES HAMA 10 PRIZA ME CELES 1.5M 223041,1.590,1.990
SPINE SMART TAPO P100,1.590,1.990
ZGJATUES HAMA 1 WAY 10M 47867,1.590,2.290
ZGJATUES LEGRAND 4PRIZA 1.5M ZI,N/A,1.690
ZGJATUES HAMA 3 PRIZA 5M 108842,N/A,1.690
PULT MELICONI GB PERSONAL 3+ SONY,N/A,1.690
PULT MELICONI GB PERSONAL 1+ SAMSUNG,N/A,1.690
ZGJATUES S-LINK 5PRIZA 1.5M ME CELES SPG501S,N/A,1.690
MULT.EMILIA SMART 3 PR SCH BIV 10/16 A BIA,1.697,2.390
MULT.EMILIA SMART 3 PR SCH BIV 10/16 A NE,1.697,2.390
ZGJATUES SCHNEIDER 5PRIZA+CELES 1.5M ZI,N/A,1.790
ZGJATUES SCHNEIDER 3PRIZA+CELES 3M ZI,N/A,1.890
SPINE MI SMART POWER PLUG,1.897,2.190
ZGJATUES HAMA 6 PRIZA ME CELES 5M 108833,N/A,1.990
ZGJATUES LEGRAND 6PRIZA 1.5M BARDHE,N/A,2.390
SWITCH HDMI 4 PORTA HAMA 83186,2.397,3.490
ZGJATUES LEGRAND 4PRIZA 3M BARDHE,N/A,2.490
SPINE SMART TAPO P110 ME MONITORIM ENERGJIE,N/A,2.490
ZGJATUES HAMA 4 PRIZA ME CELES 4M 00223064,N/A,2.590
ZGJATUES S-LINK 4PRIZA + 3USB 1.5M ME CELES SPG403,N/A,2.590
ZGJATUES S-LINK 4PRIZA 2M ME CELES SPG3041 BLACK,2.590,3.590
ANTENE TV MELICONI AT 380 USB,N/A,2.690
KABELL HYTECH HY-HDM15 HDMI 15M GOLD,N/A,2.890
ZGJATUES LEGRAND 6PRIZA 3M BARDHE,N/A,2.890
ANTENE DHOME THOMSON DVBT/T2 132183,2.890,3.490
MBAJTESE TV MELICONI EXTRA 400F CG 32''-50'' 60KG,2.890,3.790
"ZGJATUES 4X2P+T SHUKO, ME CELES ON/OFF + 3M",N/A,2.990
ZGJATUES SCHNEIDER 5PRIZA+CELES 2USB 3M BARDHE,3.190,3.990
ZGJATUES S-LINK 5PRIZA 1.5M ME CELES SPG9-5-15,N/A,3.390
ZGJATUES LEGRAND 5PRIZA+CELES 3M,3.790,4.490
ZGJATUES LEGRAND 3PRIZA+CELES 3M,N/A,3.890
ANTENE DHOME MELICONI AT 55 R1,3.890,4.890
KABELL HYTECH HDMI HY-HDM20 20M 24K,N/A,3.990
ZGJATUES LEGRAND 6PRIZA+CELES 3M,3.990,4.890
ANTENE DHOME MELICONI AT49 R1 USB,N/A,4.590
ZGJATUES LEGRAND 3PRIZA MBROJTES+CELES USBA-C 1.5M,4.590,5.590
ZGJATUES SMART TAPO P300 3PRIZA + USB A-C 1.5M,N/A,6.990
